node_id,label,PathwayName,identifiers,type,PathwayID,GeneName,GeneID
2250,FGF5,,ENSG00000138675,gene,,FGF5,2250
WP3676,BDNF-TrkB signaling,BDNF-TrkB signaling,WP3676,pathway,WP3676,,
5928,RBBP4,,ENSG00000162521,gene,,RBBP4,5928
797032,GADD45G,,797032,gene,,GADD45G,797032
2050,EPHB4,,EPHB4,gene,,EPHB4,2050
10083,USH1C,,ENSG00000006611,gene,,USH1C,10083
100076556,BCL2A1,,100076556,gene,,BCL2A1,100076556
10379,IRF9,,IRF9,gene,,IRF9,10379
1278,COL1A2,,ENSG00000164692,gene,,COL1A2,1278
90134,KCNH7,,ENSG00000184611,gene,,KCNH7,90134
7135,TNNI1,,TNNI1,gene,,TNNI1,7135
WP5158,Urotensin-II-mediated signaling pathway,Urotensin-II-mediated signaling pathway,WP5158,pathway,WP5158,,
6778,STAT6,,ENSG00000166888,gene,,STAT6,6778
9655,SOCS5,,SOCS5,gene,,SOCS5,9655
5167,ENPP1,,ENPP1,gene,,ENPP1,5167
55908,ANGPTL8,,ENSG00000130173,gene,,ANGPTL8,55908
84069,PLEKHN1,,PLEKHN1,gene,,PLEKHN1,84069
6369,CCL24,,ENSG00000106178,gene,,CCL24,6369
5001,ORC5,,ENSG00000164815,gene,,ORC5,5001
6011,GRK1,,ENSG00000185974,gene,,GRK1,6011
613209,DEFB135,,ENSG00000205883,gene,,DEFB135,613209
7037,TFRC,,ENSG00000072274,gene,,TFRC,7037
WP3996,Ethanol effects on histone modifications,Ethanol effects on histone modifications,WP3996,pathway,WP3996,,
53918,PELO,,PELO,gene,,PELO,53918
100513197,DDB2,,100513197,gene,,DDB2,100513197
2646,GCKR,,ENSG00000084734,gene,,GCKR,2646
2742,GLRA2,,GLRA2,gene,,GLRA2,2742
8526,DGKE,,ENSG00000153933,gene,,DGKE,8526
2043,EPHA4,,ENSG00000116106,gene,,EPHA4,2043
6288,SAA1,,ENSG00000173432,gene,,SAA1,6288
9173,IL1RL1,,ENSG00000115602,gene,,IL1RL1,9173
4097,MAFG,,MAFG,gene,,MAFG,4097
2273,FHL1,,FHL1,gene,,FHL1,2273
403639,ESR2,,403639,gene,,ESR2,403639
WP727,Monoamine transport,Monoamine transport,WP727,pathway,WP727,,
5091,PC,,ENSG00000173599,gene,,PC,5091
100738655,WNT9B,,100738655,gene,,WNT9B,100738655
124401,ANKS3,,ENSG00000168096,gene,,ANKS3,124401
729877,TBC1D3H,,TBC1D3H,gene,,TBC1D3H,729877
100075081,CCND1,,100075081,gene,,CCND1,100075081
1080,CFTR,,CFTR,gene,,CFTR,1080
6927,HNF1A,,HNF1A,gene,,HNF1A,6927
200931,SLC51A,,SLC51A,gene,,SLC51A,200931
WP136,"Phase I biotransformations, non-P450","Phase I biotransformations, non-P450",WP136,pathway,WP136,,
26575,RGS17,,ENSG00000091844,gene,,RGS17,26575
WP1422,Sphingolipid pathway,Sphingolipid pathway,WP1422,pathway,WP1422,,
126206,NLRP5,,ENSG00000171487,gene,,NLRP5,126206
768217,MIR769,,ENSG00000211580,gene,,MIR769,768217
51341,ZBTB7A,,ZBTB7A,gene,,ZBTB7A,51341
6047,RNF4,,ENSG00000063978,gene,,RNF4,6047
27,ABL2,,ENSG00000143322,gene,,ABL2,27
10978,CLP1,,ENSG00000172409,gene,,CLP1,10978
100076415,TXNRD1,,100076415,gene,,TXNRD1,100076415
6721,SREBF2,,SREBF2,gene,,SREBF2,6721
100133941,CD24,,ENSG00000272398,gene,,CD24,100133941
64750,SMURF2,,SMURF2,gene,,SMURF2,64750
WP500,Glycogen synthesis and degradation,Glycogen synthesis and degradation,WP500,pathway,WP500,,
8531,YBX3,,YBX3,gene,,YBX3,8531
3475,IFRD1,,ENSG00000006652,gene,,IFRD1,3475
9219,MTA2,,MTA2,gene,,MTA2,9219
100515364,CAMK4,,100515364,gene,,CAMK4,100515364
1113,CHGA,,ENSG00000100604,gene,,CHGA,1113
51727,CMPK1,,ENSG00000162368,gene,,CMPK1,51727
27183,VPS4A,,VPS4A,gene,,VPS4A,27183
2200,FBN1,,FBN1,gene,,FBN1,2200
1063,CENPF,,ENSG00000117724,gene,,CENPF,1063
4094,MAF,,ENSG00000178573,gene,,MAF,4094
419451,DFFA,,419451,gene,,DFFA,419451
3073,HEXA,,ENSG00000213614,gene,,HEXA,3073
100038030,EIF4E,,100038030,gene,,EIF4E,100038030
440822,PIWIL3,,ENSG00000184571,gene,,PIWIL3,440822
1983,EIF5,,ENSG00000100664,gene,,EIF5,1983
4296,MAP3K11,,MAP3K11,gene,,MAP3K11,4296
WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,SARS-CoV-2 innate immunity evasion and cell-specific immune response,WP5039,pathway,WP5039,,
WP5120,Inclusion body myositis,Inclusion body myositis,WP5120,pathway,WP5120,,
10617,STAMBP,,STAMBP,gene,,STAMBP,10617
147111,NOTUM,,NOTUM,gene,,NOTUM,147111
2900,GRIK4,,ENSG00000149403,gene,,GRIK4,2900
WP1050,Oxidative stress response,Oxidative stress response,WP1050,pathway,WP1050,,
51780,KDM3B,,KDM3B,gene,,KDM3B,51780
484498,NUMBL,,484498,gene,,NUMBL,484498
403313,PLPP6,,ENSG00000205808,gene,,PLPP6,403313
55738,ARFGAP1,,ARFGAP1,gene,,ARFGAP1,55738
84131,CEP78,,CEP78,gene,,CEP78,84131
WP899,Wnt signaling pathway,Wnt signaling pathway,WP899,pathway,WP899,,
123811,CEP20,,CEP20,gene,,CEP20,123811
51270,TFDP3,,ENSG00000183434,gene,,TFDP3,51270
478938,PIK3C2B,,478938,gene,,PIK3C2B,478938
81539,SLC38A1,,SLC38A1,gene,,SLC38A1,81539
257397,TAB3,,TAB3,gene,,TAB3,257397
54738,FEV,,FEV,gene,,FEV,54738
8832,CD84,,CD84,gene,,CD84,8832
100521168,CRYBG1,,100521168,gene,,CRYBG1,100521168
100146864,MAPK15,,100146864,gene,,MAPK15,100146864
419175,PLCG1,,419175,gene,,PLCG1,419175
865,CBFB,,ENSG00000067955,gene,,CBFB,865
101115543,GSTO2,,101115543,gene,,GSTO2,101115543
55503,TRPV6,,TRPV6,gene,,TRPV6,55503
388849,CCDC188,,ENSG00000234409,gene,,CCDC188,388849
114971,PTPMT1,,ENSG00000110536,gene,,PTPMT1,114971
700053,GSTM2,,700053,gene,,GSTM2,700053
1488,CTBP2,,ENSG00000175029,gene,,CTBP2,1488
6433,SFSWAP,,ENSG00000061936,gene,,SFSWAP,6433
WP4946,"DNA repair pathways, full network","DNA repair pathways, full network",WP4946,pathway,WP4946,,
7097,TLR2,,TLR2,gene,,TLR2,7097
8912,CACNA1H,,CACNA1H,gene,,CACNA1H,8912
84630,TTBK1,,TTBK1,gene,,TTBK1,84630
796,CALCA,,ENSG00000110680,gene,,CALCA,796
5471,PPAT,,ENSG00000128059,gene,,PPAT,5471
685,BTC,,ENSG00000174808,gene,,BTC,685
100079727,DTNA,,100079727,gene,,DTNA,100079727
91179,SCARF2,,ENSG00000244486,gene,,SCARF2,91179
8398,PLA2G6,,PLA2G6,gene,,PLA2G6,8398
WP4658,Small cell lung cancer,Small cell lung cancer,WP4658,pathway,WP4658,,
WP4657,22q11.2 copy number variation syndrome,22q11.2 copy number variation syndrome,WP4657,pathway,WP4657,,
6423,SFRP2,,ENSG00000145423,gene,,SFRP2,6423
10393,ANAPC10,,ANAPC10,gene,,ANAPC10,10393
7879,RAB7A,,RAB7A,gene,,RAB7A,7879
125111,GJD3,,ENSG00000183153,gene,,GJD3,125111
100152951,GSTA4,,100152951,gene,,GSTA4,100152951
424089,WDR12,,424089,gene,,WDR12,424089
374986,MIGA1,,MIGA1,gene,,MIGA1,374986
11080,DNAJB4,,DNAJB4,gene,,DNAJB4,11080
55062,WIPI1,,WIPI1,gene,,WIPI1,55062
1778,DYNC1H1,,ENSG00000197102,gene,,DYNC1H1,1778
WP4482,Vitamin D in inflammatory diseases,Vitamin D in inflammatory diseases,WP4482,pathway,WP4482,,
100065083,SLC35E2B,,100065083,gene,,SLC35E2B,100065083
5222,PGA5,,PGA5,gene,,PGA5,5222
25980,AAR2,,AAR2,gene,,AAR2,25980
4824,NKX3-1,,NKX3-1,gene,,NKX3-1,4824
12,SERPINA3,,ENSG00000196136,gene,,SERPINA3,12
3169,FOXA1,,ENSG00000129514,gene,,FOXA1,3169
65220,NADK,,NADK,gene,,NADK,65220
125206,SLC5A10,,SLC5A10,gene,,SLC5A10,125206
WP2038,Microtubule cytoskeleton regulation,Microtubule cytoskeleton regulation,WP2038,pathway,WP2038,,
7466,WFS1,,ENSG00000109501,gene,,WFS1,7466
474551,TBC1D8,,474551,gene,,TBC1D8,474551
6789,STK4,,STK4,gene,,STK4,6789
10125,RASGRP1,,RASGRP1,gene,,RASGRP1,10125
695188,PLPP6,,695188,gene,,PLPP6,695188
3033,HADH,,ENSG00000138796,gene,,HADH,3033
6569,SLC34A1,,ENSG00000131183,gene,,SLC34A1,6569
84812,PLCD4,,PLCD4,gene,,PLCD4,84812
100738118,CALML5,,100738118,gene,,CALML5,100738118
79963,ABCA11P,,ENSG00000251595,gene,,ABCA11P,79963
WP2007,Iron metabolism in placenta,Iron metabolism in placenta,WP2007,pathway,WP2007,,
477302,CCNA1,,477302,gene,,CCNA1,477302
58498,MYL7,,MYL7,gene,,MYL7,58498
9391,CIAO1,,CIAO1,gene,,CIAO1,9391
90102,PHLDB2,,PHLDB2,gene,,PHLDB2,90102
116987,AGAP1,,ENSG00000157985,gene,,AGAP1,116987
440738,MAP1LC3C,,ENSG00000197769,gene,,MAP1LC3C,440738
WP2197,Endothelin pathways,Endothelin pathways,WP2197,pathway,WP2197,,
1105,CHD1,,CHD1,gene,,CHD1,1105
2701,GJA4,,ENSG00000187513,gene,,GJA4,2701
7415,VCP,,ENSG00000165280,gene,,VCP,7415
WP1337,MAPK signaling pathway,MAPK signaling pathway,WP1337,pathway,WP1337,,
WP4923,Autophagy,Autophagy,WP4923,pathway,WP4923,,
10692,RRH,,RRH,gene,,RRH,10692
388753,COA6,,COA6,gene,,COA6,388753
4722,NDUFS3,,ENSG00000213619,gene,,NDUFS3,4722
WP5300,TROP2 regulatory signaling,TROP2 regulatory signaling,WP5300,pathway,WP5300,,
9869,SETDB1,,SETDB1,gene,,SETDB1,9869
7978,MTERF1,,MTERF1,gene,,MTERF1,7978
6624,FSCN1,,ENSG00000075618,gene,,FSCN1,6624
56937,PMEPA1,,PMEPA1,gene,,PMEPA1,56937
6207,RPS13,,RPS13,gene,,RPS13,6207
112476,PRRT2,,ENSG00000167371,gene,,PRRT2,112476
3442,IFNA5,,ENSG00000147873,gene,,IFNA5,3442
5924,RASGRF2,,RASGRF2,gene,,RASGRF2,5924
5351,PLOD1,,PLOD1,gene,,PLOD1,5351
WP5218,Extrafollicular and follicular B cell activation by SARS-CoV-2,Extrafollicular and follicular B cell activation by SARS-CoV-2,WP5218,pathway,WP5218,,
607885,PAK1,,607885,gene,,PAK1,607885
WP1200,Cell cycle,Cell cycle,WP1200,pathway,WP1200,,
26470,SEZ6L2,,SEZ6L2,gene,,SEZ6L2,26470
81562,LMAN2L,,ENSG00000114988,gene,,LMAN2L,81562
100522066,CACNG3,,100522066,gene,,CACNG3,100522066
5136,PDE1A,,PDE1A,gene,,PDE1A,5136
WP4396,Nonalcoholic fatty liver disease,Nonalcoholic fatty liver disease,WP4396,pathway,WP4396,,
1280,COL2A1,,ENSG00000139219,gene,,COL2A1,1280
612328,WNT16,,612328,gene,,WNT16,612328
WP1602,Nicotine effect on dopaminergic neurons,Nicotine effect on dopaminergic neurons,WP1602,pathway,WP1602,,
165918,RNF168,,ENSG00000163961,gene,,RNF168,165918
22,ABCB7,,ABCB7,gene,,ABCB7,22
4149,MAX,,ENSG00000125952,gene,,MAX,4149
27034,ACAD8,,ENSG00000151498,gene,,ACAD8,27034
2533,FYB1,,ENSG00000082074,gene,,FYB1,2533
100085863,PIAS1,,100085863,gene,,PIAS1,100085863
126961,H3C13,,H3C14,gene,,H3C13,126961
79934,COQ8B,,COQ8B,gene,,COQ8B,79934
1653,DDX1,,DDX1,gene,,DDX1,1653
424442,LAMC1,,424442,gene,,LAMC1,424442
WP3875,ATR signaling,ATR signaling,WP3875,pathway,WP3875,,
10097,ACTR2,,ENSG00000138071,gene,,ACTR2,10097
51103,NDUFAF1,,NDUFAF1,gene,,NDUFAF1,51103
27123,DKK2,,DKK2,gene,,DKK2,27123
2272,FHIT,,FHIT,gene,,FHIT,2272
100085025,PRKCQ,,100085025,gene,,PRKCQ,100085025
139135,PASD1,,PASD1,gene,,PASD1,139135
9997,SCO2,,SCO2,gene,,SCO2,9997
8893,EIF2B5,,ENSG00000145191,gene,,EIF2B5,8893
84552,PARD6G,,ENSG00000178184,gene,,PARD6G,84552
693124,MIR532,,ENSG00000207758,gene,,MIR532,693124
WP5321,Prostaglandin and leukotriene metabolism in senescence,Prostaglandin and leukotriene metabolism in senescence,WP5321,pathway,WP5321,,
8408,ULK1,,ULK1,gene,,ULK1,8408
393,ARHGAP4,,ARHGAP4,gene,,ARHGAP4,393
427318,MSH3,,427318,gene,,MSH3,427318
2806,GOT2,,ENSG00000125166,gene,,GOT2,2806
10535,RNASEH2A,,ENSG00000104889,gene,,RNASEH2A,10535
4133,MAP2,,ENSG00000078018,gene,,MAP2,4133
51196,PLCE1,,PLCE1,gene,,PLCE1,51196
4538,MT-ND4,,ENSG00000198886,gene,,MT-ND4,4538
100079718,CTBP1,,100079718,gene,,CTBP1,100079718
397491,IGF1,,397491,gene,,IGF1,397491
8390,OR1G1,,ENSG00000183024,gene,,OR1G1,8390
10296,MAEA,,ENSG00000090316,gene,,MAEA,10296
428385,ASAP1,,428385,gene,,ASAP1,428385
23216,TBC1D1,,ENSG00000065882,gene,,TBC1D1,23216
100077655,CDK1,,100077655,gene,,CDK1,100077655
8897,MTMR3,,ENSG00000100330,gene,,MTMR3,8897
4594,MMUT,,MMUT,gene,,MMUT,4594
2965,GTF2H1,,GTF2H1,gene,,GTF2H1,2965
421686,IL20RA,,421686,gene,,IL20RA,421686
51138,COPS4,,ENSG00000138663,gene,,COPS4,51138
2288,FKBP4,,ENSG00000004478,gene,,FKBP4,2288
100073402,APAF1,,100073402,gene,,APAF1,100073402
1825,DSC3,,DSC3,gene,,DSC3,1825
401115,C4orf48,,C4orf48,gene,,C4orf48,401115
416184,CTNNA1,,416184,gene,,CTNNA1,416184
26258,BLOC1S6,,ENSG00000104164,gene,,BLOC1S6,26258
56949,XAB2,,XAB2,gene,,XAB2,56949
7052,TGM2,,TGM2,gene,,TGM2,7052
100073405,RUNX1T1,,100073405,gene,,RUNX1T1,100073405
100515445,FLT3,,100515445,gene,,FLT3,100515445
7010,TEK,,ENSG00000120156,gene,,TEK,7010
2113,ETS1,,ETS1,gene,,ETS1,2113
100233188,LCK,,100233188,gene,,LCK,100233188
490174,PKN2,,490174,gene,,PKN2,490174
423184,MADD,,423184,gene,,MADD,423184
406884,MIRLET7B,,MIRLET7B,gene,,MIRLET7B,406884
3624,INHBA,,ENSG00000122641,gene,,INHBA,3624
6227,RPS21,,RPS21,gene,,RPS21,6227
114609,TIRAP,,TIRAP,gene,,TIRAP,114609
100085442,PRKCG,,100085442,gene,,PRKCG,100085442
1515,CTSV,,ENSG00000136943,gene,,CTSV,1515
23396,PIP5K1C,,PIP5K1C,gene,,PIP5K1C,23396
414900,PLD2,,414900,gene,,PLD2,414900
150678,COPS9,,COPS9,gene,,COPS9,150678
80235,PIGZ,,PIGZ,gene,,PIGZ,80235
80315,CPEB4,,CPEB4,gene,,CPEB4,80315
110255182,NHEJ1,,110255182,gene,,NHEJ1,110255182
100055911,IL2RG,,100055911,gene,,IL2RG,100055911
426926,AKAP7,,426926,gene,,AKAP7,426926
WP2059,Alzheimer's disease and miRNA effects,Alzheimer's disease and miRNA effects,WP2059,pathway,WP2059,,
406933,MIR141,,ENSG00000207708,gene,,MIR141,406933
100075278,CAMK1,,100075278,gene,,CAMK1,100075278
2296,FOXC1,,ENSG00000054598,gene,,FOXC1,2296
WP1122,Blood clotting cascade,Blood clotting cascade,WP1122,pathway,WP1122,,
28962,OSTM1,,OSTM1,gene,,OSTM1,28962
102161415,LPAR5,,102161415,gene,,LPAR5,102161415
22954,TRIM32,,ENSG00000119401,gene,,TRIM32,22954
114817945,MGST1,,114817945,gene,,MGST1,114817945
79444,BIRC7,,ENSG00000101197,gene,,BIRC7,79444
9755,TBKBP1,,ENSG00000198933,gene,,TBKBP1,9755
9267,CYTH1,,CYTH1,gene,,CYTH1,9267
736475,PTTG2,,736475,gene,,PTTG2,736475
83734,ATG10,,ENSG00000152348,gene,,ATG10,83734
427678,GRIN2A,,427678,gene,,GRIN2A,427678
733677,CACNG1,,733677,gene,,CACNG1,733677
10603,SH2B2,,SH2B2,gene,,SH2B2,10603
1855,DVL1,,DVL1,gene,,DVL1,1855
733,C8G,,C8G,gene,,C8G,733
5533,PPP3CC,,ENSG00000120910,gene,,PPP3CC,5533
WP47,Hedgehog signaling pathway,Hedgehog signaling pathway,WP47,pathway,WP47,,
5079,PAX5,,ENSG00000196092,gene,,PAX5,5079
100101471,IKBKB,,100101471,gene,,IKBKB,100101471
477488,PTPN11,,477488,gene,,PTPN11,477488
5146,PDE6C,,PDE6C,gene,,PDE6C,5146
239,ALOX12,,ALOX12,gene,,ALOX12,239
4158,MC2R,,ENSG00000185231,gene,,MC2R,4158
26574,AATF,,AATF,gene,,AATF,26574
728661,SLC35E2B,,SLC35E2B,gene,,SLC35E2B,728661
100738625,NKX3-1,,100738625,gene,,NKX3-1,100738625
374654,KIF7,,KIF7,gene,,KIF7,374654
1457,CSNK2A1,,ENSG00000101266,gene,,CSNK2A1,1457
6584,SLC22A5,,ENSG00000197375,gene,,SLC22A5,6584
9249,DHRS3,,DHRS3,gene,,DHRS3,9249
2928,GSC2,,GSC2,gene,,GSC2,2928
50865,HEBP1,,ENSG00000013583,gene,,HEBP1,50865
10170,DHRS9,,ENSG00000073737,gene,,DHRS9,10170
112401,BIRC8,,BIRC8,gene,,BIRC8,112401
201456,FBXO15,,ENSG00000141665,gene,,FBXO15,201456
259197,NCR3,,ENSG00000204475,gene,,NCR3,259197
WP4966,Fluoroacetic acid toxicity,Fluoroacetic acid toxicity,WP4966,pathway,WP4966,,
2030,SLC29A1,,SLC29A1,gene,,SLC29A1,2030
10449,ACAA2,,ENSG00000167315,gene,,ACAA2,10449
407004,MIR22,,MIR22,gene,,MIR22,407004
60401,EDA2R,,EDA2R,gene,,EDA2R,60401
93426,SYCE1,,ENSG00000171772,gene,,SYCE1,93426
397311,KDR,,397311,gene,,KDR,397311
5983,RFC3,,RFC3,gene,,RFC3,5983
163786,SASS6,,ENSG00000156876,gene,,SASS6,163786
9168,TMSB10,,TMSB10,gene,,TMSB10,9168
124491,TMEM170A,,ENSG00000166822,gene,,TMEM170A,124491
25842,ASF1A,,ASF1A,gene,,ASF1A,25842
51239,ANKRD39,,ENSG00000213337,gene,,ANKRD39,51239
54539,NDUFB11,,ENSG00000147123,gene,,NDUFB11,54539
11166,SOX21,,SOX21,gene,,SOX21,11166
5159,PDGFRB,,ENSG00000113721,gene,,PDGFRB,5159
1294,COL7A1,,COL7A1,gene,,COL7A1,1294
202309,GAPT,,GAPT,gene,,GAPT,202309
8192,CLPP,,ENSG00000125656,gene,,CLPP,8192
51107,APH1A,,ENSG00000117362,gene,,APH1A,51107
6514,SLC2A2,,SLC2A2,gene,,SLC2A2,6514
6303,SAT1,,SAT1,gene,,SAT1,6303
80210,ARMC9,,ENSG00000135931,gene,,ARMC9,80210
9275,BCL7B,,BCL7B,gene,,BCL7B,9275
27115,PDE7B,,PDE7B,gene,,PDE7B,27115
WP2854,Gene regulatory network modeling somitogenesis,Gene regulatory network modeling somitogenesis,WP2854,pathway,WP2854,,
5885,RAD21,,ENSG00000164754,gene,,RAD21,5885
5996,RGS1,,ENSG00000090104,gene,,RGS1,5996
7335,UBE2V1,,UBE2V1,gene,,UBE2V1,7335
WP4760,PKC-gamma calcium signaling pathway in ataxia,PKC-gamma calcium signaling pathway in ataxia,WP4760,pathway,WP4760,,
490926,MAP3K14,,490926,gene,,MAP3K14,490926
5693,PSMB5,,PSMB5,gene,,PSMB5,5693
126792,B3GALT6,,B3GALT6,gene,,B3GALT6,126792
375,ARF1,,ENSG00000143761,gene,,ARF1,375
51314,NME8,,ENSG00000086288,gene,,NME8,51314
1948,EFNB2,,ENSG00000125266,gene,,EFNB2,1948
6822,SULT2A1,,SULT2A1,gene,,SULT2A1,6822
23410,SIRT3,,SIRT3,gene,,SIRT3,23410
5649,RELN,,RELN,gene,,RELN,5649
422933,ADRA1D,,422933,gene,,ADRA1D,422933
WP1495,Glycine metabolism,Glycine metabolism,WP1495,pathway,WP1495,,
WP1995,Effects of nitric oxide,Effects of nitric oxide,WP1995,pathway,WP1995,,
7351,UCP2,,ENSG00000175567,gene,,UCP2,7351
479473,PLD2,,479473,gene,,PLD2,479473
4683,NBN,,ENSG00000104320,gene,,NBN,4683
57381,RHOJ,,ENSG00000126785,gene,,RHOJ,57381
3487,IGFBP4,,ENSG00000141753,gene,,IGFBP4,3487
8780,RIOK3,,ENSG00000101782,gene,,RIOK3,8780
6628,SNRPB,,SNRPB,gene,,SNRPB,6628
3782,KCNN3,,KCNN3,gene,,KCNN3,3782
221223,CES5A,,CES5A,gene,,CES5A,221223
673,BRAF,,ENSG00000157764,gene,,BRAF,673
10427,SEC24B,,ENSG00000138802,gene,,SEC24B,10427
64115,VSIR,,VSIR,gene,,VSIR,64115
1740,DLG2,,ENSG00000150672,gene,,DLG2,1740
103170730,COL4A3,,103170730,gene,,COL4A3,103170730
8325,FZD8,,ENSG00000177283,gene,,FZD8,8325
1297,COL9A1,,COL9A1,gene,,COL9A1,1297
3371,TNC,,ENSG00000041982,gene,,TNC,3371
79668,PARP8,,PARP8,gene,,PARP8,79668
3196,TLX2,,TLX2,gene,,TLX2,3196
9114,ATP6V0D1,,ATP6V0D1,gene,,ATP6V0D1,9114
79035,NABP2,,ENSG00000139579,gene,,NABP2,79035
9403,SELENOF,,SELENOF,gene,,SELENOF,9403
387787,LIPT2,,ENSG00000175536,gene,,LIPT2,387787
100088734,PLEKHG5,,100088734,gene,,PLEKHG5,100088734
8504,PEX3,,ENSG00000034693,gene,,PEX3,8504
729,C6,,ENSG00000039537,gene,,C6,729
26084,ARHGEF26,,ARHGEF26,gene,,ARHGEF26,26084
346673,STRA8,,ENSG00000146857,gene,,STRA8,346673
22921,MSRB2,,MSRB2,gene,,MSRB2,22921
29968,PSAT1,,ENSG00000135069,gene,,PSAT1,29968
10715,CERS1,,CERS1,gene,,CERS1,10715
9096,TBX18,,TBX18,gene,,TBX18,9096
100037961,CTSB,,100037961,gene,,CTSB,100037961
2628,GATM,,ENSG00000171766,gene,,GATM,2628
347733,TUBB2B,,TUBB2B,gene,,TUBB2B,347733
93,ACVR2B,,ACVR2B,gene,,ACVR2B,93
WP694,Arylamine metabolism,Arylamine metabolism,WP694,pathway,WP694,,
8701,DNAH11,,ENSG00000105877,gene,,DNAH11,8701
7352,UCP3,,UCP3,gene,,UCP3,7352
461953,AMACR,,461953,gene,,AMACR,461953
201164,PLD6,,PLD6,gene,,PLD6,201164
113277,TMEM106A,,TMEM106A,gene,,TMEM106A,113277
4695,NDUFA2,,ENSG00000131495,gene,,NDUFA2,4695
471257,ADH7,,471257,gene,,ADH7,471257
140739,UBE2F,,UBE2F,gene,,UBE2F,140739
100144302,ATF4,,100144302,gene,,ATF4,100144302
2941,GSTA4,,GSTA4,gene,,GSTA4,2941
1828,DSG1,,DSG1,gene,,DSG1,1828
2622,GAS8,,GAS8,gene,,GAS8,2622
100523778,CTNNA1,,100523778,gene,,CTNNA1,100523778
6363,CCL19,,CCL19,gene,,CCL19,6363
2980,GUCA2A,,GUCA2A,gene,,GUCA2A,2980
1642,DDB1,,ENSG00000167986,gene,,DDB1,1642
100515110,SMO,,100515110,gene,,SMO,100515110
WP5192,Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids,Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids,WP5192,pathway,WP5192,,
7294,TXK,,TXK,gene,,TXK,7294
204219,CERS3,,ENSG00000154227,gene,,CERS3,204219
1058,CENPA,,CENPA,gene,,CENPA,1058
2358,FPR2,,ENSG00000171049,gene,,FPR2,2358
26019,UPF2,,UPF2,gene,,UPF2,26019
7060,THBS4,,THBS4,gene,,THBS4,7060
6663,SOX10,,SOX10,gene,,SOX10,6663
221120,ALKBH3,,ENSG00000166199,gene,,ALKBH3,221120
5010,CLDN11,,ENSG00000013297,gene,,CLDN11,5010
51574,LARP7,,LARP7,gene,,LARP7,51574
101929777,WNT3,,WNT3,gene,,WNT3,101929777
1903,S1PR3,,S1PR3,gene,,S1PR3,1903
81037,CLPTM1L,,CLPTM1L,gene,,CLPTM1L,81037
27334,P2RY10,,ENSG00000078589,gene,,P2RY10,27334
50846,DHH,,ENSG00000139549,gene,,DHH,50846
57161,PELI2,,ENSG00000139946,gene,,PELI2,57161
WP197,Cholesterol biosynthesis pathway,Cholesterol biosynthesis pathway,WP197,pathway,WP197,,
WP2369,Histone modifications,Histone modifications,WP2369,pathway,WP2369,,
100303755,PET117,,PET117,gene,,PET117,100303755
8403,SOX14,,SOX14,gene,,SOX14,8403
90417,KNSTRN,,KNSTRN,gene,,KNSTRN,90417
WP4873,Peroxiredoxin 2 induced ovarian failure,Peroxiredoxin 2 induced ovarian failure,WP4873,pathway,WP4873,,
WP860,EGFR1 signaling pathway,EGFR1 signaling pathway,WP860,pathway,WP860,,
721483,ITGAE,,721483,gene,,ITGAE,721483
100081663,GLI2,,100081663,gene,,GLI2,100081663
6445,SGCG,,SGCG,gene,,SGCG,6445
6834,SURF1,,ENSG00000148290,gene,,SURF1,6834
8218,CLTCL1,,ENSG00000070371,gene,,CLTCL1,8218
9044,BTAF1,,BTAF1,gene,,BTAF1,9044
421634,AKAP12,,421634,gene,,AKAP12,421634
WP4922,Mitochondrial complex IV assembly,Mitochondrial complex IV assembly,WP4922,pathway,WP4922,,
10987,COPS5,,ENSG00000121022,gene,,COPS5,10987
574062,MAPK12,,574062,gene,,MAPK12,574062
WP5194,Synthesis of ceramides and 1-deoxyceramides,Synthesis of ceramides and 1-deoxyceramides,WP5194,pathway,WP5194,,
80025,PANK2,,ENSG00000125779,gene,,PANK2,80025
7991,TUSC3,,ENSG00000104723,gene,,TUSC3,7991
7322,UBE2D2,,ENSG00000131508,gene,,UBE2D2,7322
2954,GSTZ1,,ENSG00000100577,gene,,GSTZ1,2954
26007,TKFC,,ENSG00000149476,gene,,TKFC,26007
397019,ITGB1,,397019,gene,,ITGB1,397019
6361,CCL17,,CCL17,gene,,CCL17,6361
488971,EGLN1,,488971,gene,,EGLN1,488971
428779,FGF20,,428779,gene,,FGF20,428779
2890,GRIA1,,GRIA1,gene,,GRIA1,2890
10000,AKT3,,AKT3,gene,,AKT3,10000
8031,NCOA4,,ENSG00000266412,gene,,NCOA4,8031
WP4844,Influence of laminopathies on Wnt signaling,Influence of laminopathies on Wnt signaling,WP4844,pathway,WP4844,,
10567,RABAC1,,RABAC1,gene,,RABAC1,10567
7804,LRP8,,LRP8,gene,,LRP8,7804
100087253,WNT2B,,100087253,gene,,WNT2B,100087253
100074840,TGFB3,,100074840,gene,,TGFB3,100074840
10399,RACK1,,ENSG00000204628,gene,,RACK1,10399
10993,SDS,,SDS,gene,,SDS,10993
56270,WDR45B,,WDR45B,gene,,WDR45B,56270
100052489,IFNAR2,,100052489,gene,,IFNAR2,100052489
27089,UQCRQ,,ENSG00000164405,gene,,UQCRQ,27089
406955,MIR181B1,,MIR181B1,gene,,MIR181B1,406955
